"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 28 11:27:59 GMT 2024","Wed Aug 28 11:28:00 GMT 2024","825","","Checkout","","","","Checkout with empty first name field",""
"passed","Wed Aug 28 11:28:30 GMT 2024","Wed Aug 28 11:28:30 GMT 2024","214","","Login page","","","","Login with the empty username field",""
"passed","Wed Aug 28 11:28:07 GMT 2024","Wed Aug 28 11:28:07 GMT 2024","6","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Wed Aug 28 11:28:30 GMT 2024","Wed Aug 28 11:28:30 GMT 2024","251","","Login page","","","","Login with the locked out user",""
"passed","Wed Aug 28 11:28:09 GMT 2024","Wed Aug 28 11:28:28 GMT 2024","18458","","Inventory page","","","","Sorting products",""
"passed","Wed Aug 28 11:28:31 GMT 2024","Wed Aug 28 11:28:31 GMT 2024","227","","Login page","","","","Login with an invalid username",""
"passed","Wed Aug 28 11:28:31 GMT 2024","Wed Aug 28 11:28:31 GMT 2024","230","","Login page","","","","Login with an invalid password",""
"passed","Wed Aug 28 11:28:12 GMT 2024","Wed Aug 28 11:28:13 GMT 2024","1065","","Inventory page","","","","Chosen products are saved after logout",""
"passed","Wed Aug 28 11:28:13 GMT 2024","Wed Aug 28 11:28:14 GMT 2024","577","","Inventory page","","","","Verifying the product page",""
"passed","Wed Aug 28 11:28:08 GMT 2024","Wed Aug 28 11:28:09 GMT 2024","602","","Inventory page","","","","Remove a product from the cart",""
"passed","Wed Aug 28 11:28:01 GMT 2024","Wed Aug 28 11:28:02 GMT 2024","949","","Checkout","","","","Cancel the checkout",""
"passed","Wed Aug 28 11:28:14 GMT 2024","Wed Aug 28 11:28:28 GMT 2024","13911","","Inventory page","","","","Verifying the social media links",""
"passed","Wed Aug 28 11:28:01 GMT 2024","Wed Aug 28 11:28:01 GMT 2024","815","","Checkout","","","","Checkout with empty zip code field",""
"passed","Wed Aug 28 11:27:57 GMT 2024","Wed Aug 28 11:27:59 GMT 2024","1571","","Checkout","","","","Checkout",""
"passed","Wed Aug 28 11:28:04 GMT 2024","Wed Aug 28 11:28:08 GMT 2024","3895","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Wed Aug 28 11:28:30 GMT 2024","Wed Aug 28 11:28:31 GMT 2024","221","","Login page","","","","Login with the empty password field",""
"passed","Wed Aug 28 11:28:29 GMT 2024","Wed Aug 28 11:28:30 GMT 2024","607","","Login page","","","","Login with valid credentials",""
"passed","Wed Aug 28 11:28:09 GMT 2024","Wed Aug 28 11:28:09 GMT 2024","588","","Inventory page","","","","Add a product to the cart",""
"passed","Wed Aug 28 11:28:08 GMT 2024","Wed Aug 28 11:28:08 GMT 2024","493","","Inventory page","","","","Logout",""
"passed","Wed Aug 28 11:28:00 GMT 2024","Wed Aug 28 11:28:01 GMT 2024","829","","Checkout","","","","Checkout with empty last name field",""
