"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 28 11:48:18 GMT 2024","Wed Aug 28 11:48:19 GMT 2024","533","","Inventory page","","","","Verifying the product page",""
"passed","Wed Aug 28 11:48:12 GMT 2024","Wed Aug 28 11:48:13 GMT 2024","559","","Inventory page","","","","Logout",""
"passed","Wed Aug 28 11:48:35 GMT 2024","Wed Aug 28 11:48:35 GMT 2024","263","","Login page","","","","Login with the locked out user",""
"passed","Wed Aug 28 11:48:17 GMT 2024","Wed Aug 28 11:48:18 GMT 2024","1067","","Inventory page","","","","Chosen products are saved after logout",""
"passed","Wed Aug 28 11:48:19 GMT 2024","Wed Aug 28 11:48:33 GMT 2024","14240","","Inventory page","","","","Verifying the social media links",""
"passed","Wed Aug 28 11:48:08 GMT 2024","Wed Aug 28 11:48:12 GMT 2024","3621","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Wed Aug 28 11:48:03 GMT 2024","Wed Aug 28 11:48:04 GMT 2024","839","","Checkout","","","","Checkout with empty first name field",""
"passed","Wed Aug 28 11:48:36 GMT 2024","Wed Aug 28 11:48:36 GMT 2024","229","","Login page","","","","Login with an invalid username",""
"passed","Wed Aug 28 11:48:06 GMT 2024","Wed Aug 28 11:48:07 GMT 2024","908","","Checkout","","","","Cancel the checkout",""
"passed","Wed Aug 28 11:48:04 GMT 2024","Wed Aug 28 11:48:05 GMT 2024","841","","Checkout","","","","Checkout with empty last name field",""
"passed","Wed Aug 28 11:48:36 GMT 2024","Wed Aug 28 11:48:36 GMT 2024","221","","Login page","","","","Login with an invalid password",""
"passed","Wed Aug 28 11:48:05 GMT 2024","Wed Aug 28 11:48:06 GMT 2024","800","","Checkout","","","","Checkout with empty zip code field",""
"passed","Wed Aug 28 11:48:35 GMT 2024","Wed Aug 28 11:48:35 GMT 2024","583","","Login page","","","","Login with valid credentials",""
"passed","Wed Aug 28 11:48:36 GMT 2024","Wed Aug 28 11:48:36 GMT 2024","215","","Login page","","","","Login with the empty password field",""
"passed","Wed Aug 28 11:48:35 GMT 2024","Wed Aug 28 11:48:36 GMT 2024","214","","Login page","","","","Login with the empty username field",""
"passed","Wed Aug 28 11:48:13 GMT 2024","Wed Aug 28 11:48:14 GMT 2024","671","","Inventory page","","","","Remove a product from the cart",""
"passed","Wed Aug 28 11:48:02 GMT 2024","Wed Aug 28 11:48:03 GMT 2024","1373","","Checkout","","","","Checkout",""
"passed","Wed Aug 28 11:48:14 GMT 2024","Wed Aug 28 11:48:33 GMT 2024","18752","","Inventory page","","","","Sorting products",""
"passed","Wed Aug 28 11:48:14 GMT 2024","Wed Aug 28 11:48:14 GMT 2024","600","","Inventory page","","","","Add a product to the cart",""
"passed","Wed Aug 28 11:48:12 GMT 2024","Wed Aug 28 11:48:12 GMT 2024","792","","Inventory page","","","","Verifying the ""All items"" link",""
