"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 18:11:58 GMT 2024","Fri Aug 23 18:12:00 GMT 2024","1629","","Checkout","","","","Checkout with empty first name field",""
"passed","Fri Aug 23 18:12:09 GMT 2024","Fri Aug 23 18:12:12 GMT 2024","3353","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Fri Aug 23 18:12:16 GMT 2024","Fri Aug 23 18:12:17 GMT 2024","1114","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 18:12:17 GMT 2024","Fri Aug 23 18:12:18 GMT 2024","578","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 18:12:19 GMT 2024","Fri Aug 23 18:12:20 GMT 2024","487","","Login page","","","","Login with an invalid password",""
"passed","Fri Aug 23 18:12:19 GMT 2024","Fri Aug 23 18:12:19 GMT 2024","471","","Login page","","","","Login with an invalid username",""
"broken","Fri Aug 23 18:12:13 GMT 2024","Fri Aug 23 18:12:13 GMT 2024","0","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 18:11:55 GMT 2024","Fri Aug 23 18:11:58 GMT 2024","3036","","Checkout","","","","Checkout",""
"passed","Fri Aug 23 18:12:03 GMT 2024","Fri Aug 23 18:12:05 GMT 2024","2089","","Checkout","","","","Cancel the checkout",""
"passed","Fri Aug 23 18:12:02 GMT 2024","Fri Aug 23 18:12:03 GMT 2024","1814","","Checkout","","","","Checkout with empty zip code field",""
"passed","Fri Aug 23 18:12:00 GMT 2024","Fri Aug 23 18:12:02 GMT 2024","1866","","Checkout","","","","Checkout with empty last name field",""
"passed","Fri Aug 23 18:12:18 GMT 2024","Fri Aug 23 18:12:18 GMT 2024","482","","Login page","","","","Login with the empty username field",""
"passed","Fri Aug 23 18:12:18 GMT 2024","Fri Aug 23 18:12:19 GMT 2024","497","","Login page","","","","Login with the empty password field",""
