"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 16:30:31 GMT 2024","Fri Aug 23 16:30:34 GMT 2024","2779","","Inventory page","","","","Logout",""
"passed","Fri Aug 23 16:30:44 GMT 2024","Fri Aug 23 16:30:45 GMT 2024","1510","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 16:30:41 GMT 2024","Fri Aug 23 16:30:44 GMT 2024","2893","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Fri Aug 23 16:30:35 GMT 2024","Fri Aug 23 16:30:35 GMT 2024","519","","Login page","","","","Login with the empty password field",""
"passed","Fri Aug 23 16:30:31 GMT 2024","Fri Aug 23 16:30:34 GMT 2024","2384","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 16:30:36 GMT 2024","Fri Aug 23 16:30:55 GMT 2024","18911","","Inventory page","","","","Sorting products",""
"passed","Fri Aug 23 16:30:36 GMT 2024","Fri Aug 23 16:30:36 GMT 2024","519","","Login page","","","","Login with an invalid password",""
"passed","Fri Aug 23 16:30:40 GMT 2024","Fri Aug 23 16:30:43 GMT 2024","2216","","Checkout","","","","Cancel the checkout",""
"passed","Fri Aug 23 16:30:35 GMT 2024","Fri Aug 23 16:30:37 GMT 2024","1727","","Checkout","","","","Checkout with empty first name field",""
"passed","Fri Aug 23 16:30:35 GMT 2024","Fri Aug 23 16:30:36 GMT 2024","569","","Login page","","","","Login with an invalid username",""
"passed","Fri Aug 23 16:30:31 GMT 2024","Fri Aug 23 16:30:35 GMT 2024","3801","","Checkout","","","","Checkout",""
"passed","Fri Aug 23 16:30:35 GMT 2024","Fri Aug 23 16:30:36 GMT 2024","1207","","Inventory page","","","","Add a product to the cart",""
"passed","Fri Aug 23 16:30:47 GMT 2024","Fri Aug 23 16:30:49 GMT 2024","1051","","Inventory page","","","","Verifying the product page",""
"passed","Fri Aug 23 16:30:39 GMT 2024","Fri Aug 23 16:30:40 GMT 2024","1894","","Checkout","","","","Checkout with empty zip code field",""
"passed","Fri Aug 23 16:30:49 GMT 2024","Fri Aug 23 16:30:55 GMT 2024","6868","","Inventory page","","","","Verifying the social media links",""
"passed","Fri Aug 23 16:30:34 GMT 2024","Fri Aug 23 16:30:35 GMT 2024","1372","","Inventory page","","","","Remove a product from the cart",""
"passed","Fri Aug 23 16:30:34 GMT 2024","Fri Aug 23 16:30:34 GMT 2024","531","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 16:30:34 GMT 2024","Fri Aug 23 16:30:35 GMT 2024","547","","Login page","","","","Login with the empty username field",""
"passed","Fri Aug 23 16:30:37 GMT 2024","Fri Aug 23 16:30:39 GMT 2024","1926","","Checkout","","","","Checkout with empty last name field",""
"passed","Fri Aug 23 16:30:45 GMT 2024","Fri Aug 23 16:30:47 GMT 2024","1968","","Inventory page","","","","Chosen products are saved after logout",""
