"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 27 17:14:21 GMT 2024","Tue Aug 27 17:14:22 GMT 2024","709","","Inventory page","","","","Remove a product from the cart",""
"passed","Tue Aug 27 17:14:21 GMT 2024","Tue Aug 27 17:14:21 GMT 2024","588","","Inventory page","","","","Logout",""
"passed","Tue Aug 27 17:14:44 GMT 2024","Tue Aug 27 17:14:44 GMT 2024","220","","Login page","","","","Login with the empty password field",""
"passed","Tue Aug 27 17:14:16 GMT 2024","Tue Aug 27 17:14:41 GMT 2024","25471","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Tue Aug 27 17:14:27 GMT 2024","Tue Aug 27 17:14:27 GMT 2024","593","","Inventory page","","","","Verifying the product page",""
"passed","Tue Aug 27 17:14:07 GMT 2024","Tue Aug 27 17:14:11 GMT 2024","3782","","Checkout","","","","Checkout",""
"passed","Tue Aug 27 17:14:44 GMT 2024","Tue Aug 27 17:14:44 GMT 2024","260","","Login page","","","","Login with the locked out user",""
"passed","Tue Aug 27 17:14:13 GMT 2024","Tue Aug 27 17:14:13 GMT 2024","891","","Checkout","","","","Checkout with empty zip code field",""
"passed","Tue Aug 27 17:14:45 GMT 2024","Tue Aug 27 17:14:45 GMT 2024","230","","Login page","","","","Login with an invalid password",""
"passed","Tue Aug 27 17:14:43 GMT 2024","Tue Aug 27 17:14:44 GMT 2024","607","","Login page","","","","Login with valid credentials",""
"passed","Tue Aug 27 17:14:23 GMT 2024","Tue Aug 27 17:14:41 GMT 2024","18710","","Inventory page","","","","Sorting products",""
"passed","Tue Aug 27 17:14:27 GMT 2024","Tue Aug 27 17:14:41 GMT 2024","14036","","Inventory page","","","","Verifying the social media links",""
"passed","Tue Aug 27 17:14:12 GMT 2024","Tue Aug 27 17:14:13 GMT 2024","861","","Checkout","","","","Checkout with empty last name field",""
"passed","Tue Aug 27 17:14:13 GMT 2024","Tue Aug 27 17:14:14 GMT 2024","954","","Checkout","","","","Cancel the checkout",""
"passed","Tue Aug 27 17:14:20 GMT 2024","Tue Aug 27 17:14:21 GMT 2024","846","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Tue Aug 27 17:14:26 GMT 2024","Tue Aug 27 17:14:27 GMT 2024","1039","","Inventory page","","","","Chosen products are saved after logout",""
"passed","Tue Aug 27 17:14:22 GMT 2024","Tue Aug 27 17:14:23 GMT 2024","668","","Inventory page","","","","Add a product to the cart",""
"passed","Tue Aug 27 17:14:44 GMT 2024","Tue Aug 27 17:14:44 GMT 2024","230","","Login page","","","","Login with the empty username field",""
"passed","Tue Aug 27 17:14:44 GMT 2024","Tue Aug 27 17:14:45 GMT 2024","234","","Login page","","","","Login with an invalid username",""
"passed","Tue Aug 27 17:14:11 GMT 2024","Tue Aug 27 17:14:12 GMT 2024","934","","Checkout","","","","Checkout with empty first name field",""
