"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 16:32:38 GMT 2024","Fri Aug 23 16:32:39 GMT 2024","622","","Inventory page","","","","Remove a product from the cart",""
"passed","Fri Aug 23 16:32:45 GMT 2024","Fri Aug 23 16:32:46 GMT 2024","698","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 16:32:42 GMT 2024","Fri Aug 23 16:32:45 GMT 2024","3290","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Fri Aug 23 16:32:47 GMT 2024","Fri Aug 23 16:33:02 GMT 2024","15018","","Inventory page","","","","Verifying the social media links",""
"passed","Fri Aug 23 16:32:29 GMT 2024","Fri Aug 23 16:32:29 GMT 2024","329","","Login page","","","","Login with the empty username field",""
"passed","Fri Aug 23 16:32:30 GMT 2024","Fri Aug 23 16:32:31 GMT 2024","1119","","Checkout","","","","Checkout with empty first name field",""
"passed","Fri Aug 23 16:32:32 GMT 2024","Fri Aug 23 16:32:33 GMT 2024","876","","Checkout","","","","Checkout with empty zip code field",""
"passed","Fri Aug 23 16:32:27 GMT 2024","Fri Aug 23 16:32:30 GMT 2024","2297","","Checkout","","","","Checkout",""
"passed","Fri Aug 23 16:32:29 GMT 2024","Fri Aug 23 16:32:29 GMT 2024","484","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 16:32:29 GMT 2024","Fri Aug 23 16:32:30 GMT 2024","323","","Login page","","","","Login with the empty password field",""
"passed","Fri Aug 23 16:32:46 GMT 2024","Fri Aug 23 16:32:47 GMT 2024","931","","Inventory page","","","","Chosen products are saved after logout",""
"passed","Fri Aug 23 16:32:30 GMT 2024","Fri Aug 23 16:32:30 GMT 2024","348","","Login page","","","","Login with an invalid username",""
"passed","Fri Aug 23 16:32:27 GMT 2024","Fri Aug 23 16:32:29 GMT 2024","1168","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 16:32:33 GMT 2024","Fri Aug 23 16:32:33 GMT 2024","976","","Checkout","","","","Cancel the checkout",""
"passed","Fri Aug 23 16:32:47 GMT 2024","Fri Aug 23 16:32:47 GMT 2024","504","","Inventory page","","","","Verifying the product page",""
"passed","Fri Aug 23 16:32:39 GMT 2024","Fri Aug 23 16:32:39 GMT 2024","528","","Inventory page","","","","Add a product to the cart",""
"passed","Fri Aug 23 16:32:39 GMT 2024","Fri Aug 23 16:33:02 GMT 2024","23039","","Inventory page","","","","Sorting products",""
"passed","Fri Aug 23 16:32:30 GMT 2024","Fri Aug 23 16:32:30 GMT 2024","344","","Login page","","","","Login with an invalid password",""
"passed","Fri Aug 23 16:32:31 GMT 2024","Fri Aug 23 16:32:32 GMT 2024","880","","Checkout","","","","Checkout with empty last name field",""
"broken","Fri Aug 23 16:32:26 GMT 2024","Fri Aug 23 16:33:02 GMT 2024","36006","","Inventory page","","","","Logout",""
