"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 17:37:58 GMT 2024","Fri Aug 23 17:38:05 GMT 2024","7398","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Fri Aug 23 17:37:44 GMT 2024","Fri Aug 23 17:37:47 GMT 2024","3068","","Checkout","","","","Checkout",""
"passed","Fri Aug 23 17:38:10 GMT 2024","Fri Aug 23 17:38:10 GMT 2024","485","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 17:38:12 GMT 2024","Fri Aug 23 17:38:12 GMT 2024","471","","Login page","","","","Login with an invalid password",""
"passed","Fri Aug 23 17:38:11 GMT 2024","Fri Aug 23 17:38:12 GMT 2024","464","","Login page","","","","Login with an invalid username",""
"passed","Fri Aug 23 17:38:11 GMT 2024","Fri Aug 23 17:38:11 GMT 2024","472","","Login page","","","","Login with the empty password field",""
"passed","Fri Aug 23 17:37:49 GMT 2024","Fri Aug 23 17:37:51 GMT 2024","1794","","Checkout","","","","Checkout with empty last name field",""
"passed","Fri Aug 23 17:38:09 GMT 2024","Fri Aug 23 17:38:10 GMT 2024","1090","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 17:37:51 GMT 2024","Fri Aug 23 17:37:52 GMT 2024","1753","","Checkout","","","","Checkout with empty zip code field",""
"passed","Fri Aug 23 17:37:52 GMT 2024","Fri Aug 23 17:37:54 GMT 2024","2107","","Checkout","","","","Cancel the checkout",""
"passed","Fri Aug 23 17:37:47 GMT 2024","Fri Aug 23 17:37:49 GMT 2024","1639","","Checkout","","","","Checkout with empty first name field",""
"broken","Fri Aug 23 17:38:05 GMT 2024","Fri Aug 23 17:38:05 GMT 2024","0","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 17:38:10 GMT 2024","Fri Aug 23 17:38:11 GMT 2024","511","","Login page","","","","Login with the empty username field",""
