"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 18:07:18 GMT 2024","Fri Aug 23 18:07:20 GMT 2024","1587","","Checkout","","","","Checkout",""
"passed","Fri Aug 23 18:07:51 GMT 2024","Fri Aug 23 18:07:51 GMT 2024","215","","Login page","","","","Login with the empty username field",""
"passed","Fri Aug 23 18:07:25 GMT 2024","Fri Aug 23 18:07:27 GMT 2024","2602","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Fri Aug 23 18:07:34 GMT 2024","Fri Aug 23 18:07:35 GMT 2024","581","","Inventory page","","","","Verifying the product page",""
"passed","Fri Aug 23 18:07:22 GMT 2024","Fri Aug 23 18:07:22 GMT 2024","811","","Checkout","","","","Checkout with empty zip code field",""
"passed","Fri Aug 23 18:07:29 GMT 2024","Fri Aug 23 18:07:30 GMT 2024","619","","Inventory page","","","","Remove a product from the cart",""
"passed","Fri Aug 23 18:07:30 GMT 2024","Fri Aug 23 18:07:30 GMT 2024","520","","Inventory page","","","","Add a product to the cart",""
"passed","Fri Aug 23 18:07:22 GMT 2024","Fri Aug 23 18:07:23 GMT 2024","935","","Checkout","","","","Cancel the checkout",""
"passed","Fri Aug 23 18:07:51 GMT 2024","Fri Aug 23 18:07:52 GMT 2024","211","","Login page","","","","Login with the empty password field",""
"passed","Fri Aug 23 18:07:20 GMT 2024","Fri Aug 23 18:07:21 GMT 2024","936","","Checkout","","","","Checkout with empty first name field",""
"passed","Fri Aug 23 18:07:30 GMT 2024","Fri Aug 23 18:07:49 GMT 2024","18684","","Inventory page","","","","Sorting products",""
"passed","Fri Aug 23 18:07:28 GMT 2024","Fri Aug 23 18:07:29 GMT 2024","454","","Inventory page","","","","Logout",""
"passed","Fri Aug 23 18:07:52 GMT 2024","Fri Aug 23 18:07:52 GMT 2024","221","","Login page","","","","Login with an invalid password",""
"passed","Fri Aug 23 18:07:27 GMT 2024","Fri Aug 23 18:07:28 GMT 2024","1190","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 18:07:51 GMT 2024","Fri Aug 23 18:07:51 GMT 2024","258","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 18:07:21 GMT 2024","Fri Aug 23 18:07:22 GMT 2024","811","","Checkout","","","","Checkout with empty last name field",""
"passed","Fri Aug 23 18:07:33 GMT 2024","Fri Aug 23 18:07:34 GMT 2024","1098","","Inventory page","","","","Chosen products are saved after logout",""
"passed","Fri Aug 23 18:07:50 GMT 2024","Fri Aug 23 18:07:51 GMT 2024","580","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 18:07:52 GMT 2024","Fri Aug 23 18:07:52 GMT 2024","221","","Login page","","","","Login with an invalid username",""
"passed","Fri Aug 23 18:07:35 GMT 2024","Fri Aug 23 18:07:49 GMT 2024","14024","","Inventory page","","","","Verifying the social media links",""
