"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 17:31:55 GMT 2024","Fri Aug 23 17:31:56 GMT 2024","1119","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 17:31:56 GMT 2024","Fri Aug 23 17:31:56 GMT 2024","543","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 17:31:57 GMT 2024","Fri Aug 23 17:31:57 GMT 2024","472","","Login page","","","","Login with the empty password field",""
"broken","Fri Aug 23 17:31:51 GMT 2024","Fri Aug 23 17:31:51 GMT 2024","0","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 17:31:39 GMT 2024","Fri Aug 23 17:31:41 GMT 2024","1821","","Checkout","","","","Checkout with empty last name field",""
"passed","Fri Aug 23 17:31:48 GMT 2024","Fri Aug 23 17:31:51 GMT 2024","3195","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Fri Aug 23 17:31:41 GMT 2024","Fri Aug 23 17:31:42 GMT 2024","1801","","Checkout","","","","Checkout with empty zip code field",""
"passed","Fri Aug 23 17:31:58 GMT 2024","Fri Aug 23 17:31:58 GMT 2024","472","","Login page","","","","Login with an invalid password",""
"passed","Fri Aug 23 17:31:57 GMT 2024","Fri Aug 23 17:31:58 GMT 2024","472","","Login page","","","","Login with an invalid username",""
"passed","Fri Aug 23 17:31:42 GMT 2024","Fri Aug 23 17:31:44 GMT 2024","2056","","Checkout","","","","Cancel the checkout",""
"passed","Fri Aug 23 17:31:56 GMT 2024","Fri Aug 23 17:31:57 GMT 2024","468","","Login page","","","","Login with the empty username field",""
"passed","Fri Aug 23 17:31:34 GMT 2024","Fri Aug 23 17:31:37 GMT 2024","2979","","Checkout","","","","Checkout",""
"passed","Fri Aug 23 17:31:37 GMT 2024","Fri Aug 23 17:31:39 GMT 2024","1568","","Checkout","","","","Checkout with empty first name field",""
