"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 18:13:32 GMT 2024","Fri Aug 23 18:13:33 GMT 2024","600","","Inventory page","","","","Verifying the product page",""
"passed","Fri Aug 23 18:13:52 GMT 2024","Fri Aug 23 18:13:52 GMT 2024","284","","Login page","","","","Login with an invalid username",""
"passed","Fri Aug 23 18:13:28 GMT 2024","Fri Aug 23 18:13:48 GMT 2024","20447","","Inventory page","","","","Sorting products",""
"passed","Fri Aug 23 18:13:52 GMT 2024","Fri Aug 23 18:13:52 GMT 2024","290","","Login page","","","","Login with an invalid password",""
"passed","Fri Aug 23 18:13:13 GMT 2024","Fri Aug 23 18:13:17 GMT 2024","3405","","Checkout","","","","Checkout",""
"passed","Fri Aug 23 18:13:25 GMT 2024","Fri Aug 23 18:13:26 GMT 2024","896","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 18:13:17 GMT 2024","Fri Aug 23 18:13:18 GMT 2024","1009","","Checkout","","","","Checkout with empty first name field",""
"passed","Fri Aug 23 18:13:27 GMT 2024","Fri Aug 23 18:13:27 GMT 2024","597","","Inventory page","","","","Remove a product from the cart",""
"passed","Fri Aug 23 18:13:27 GMT 2024","Fri Aug 23 18:13:28 GMT 2024","660","","Inventory page","","","","Add a product to the cart",""
"passed","Fri Aug 23 18:13:50 GMT 2024","Fri Aug 23 18:13:51 GMT 2024","742","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 18:13:51 GMT 2024","Fri Aug 23 18:13:51 GMT 2024","335","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 18:13:51 GMT 2024","Fri Aug 23 18:13:51 GMT 2024","266","","Login page","","","","Login with the empty username field",""
"passed","Fri Aug 23 18:13:51 GMT 2024","Fri Aug 23 18:13:52 GMT 2024","291","","Login page","","","","Login with the empty password field",""
"passed","Fri Aug 23 18:13:33 GMT 2024","Fri Aug 23 18:13:48 GMT 2024","15545","","Inventory page","","","","Verifying the social media links",""
"passed","Fri Aug 23 18:13:22 GMT 2024","Fri Aug 23 18:13:25 GMT 2024","3133","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Fri Aug 23 18:13:19 GMT 2024","Fri Aug 23 18:13:20 GMT 2024","894","","Checkout","","","","Checkout with empty zip code field",""
"passed","Fri Aug 23 18:13:31 GMT 2024","Fri Aug 23 18:13:32 GMT 2024","1125","","Inventory page","","","","Chosen products are saved after logout",""
"passed","Fri Aug 23 18:13:20 GMT 2024","Fri Aug 23 18:13:21 GMT 2024","991","","Checkout","","","","Cancel the checkout",""
"passed","Fri Aug 23 18:13:26 GMT 2024","Fri Aug 23 18:13:27 GMT 2024","501","","Inventory page","","","","Logout",""
"passed","Fri Aug 23 18:13:18 GMT 2024","Fri Aug 23 18:13:19 GMT 2024","895","","Checkout","","","","Checkout with empty last name field",""
