"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 15:41:23 GMT 2024","Fri Aug 23 15:41:24 GMT 2024","974","","Inventory page","","","","Chosen products are saved after logout",""
"passed","Fri Aug 23 15:41:18 GMT 2024","Fri Aug 23 15:41:20 GMT 2024","1540","","Checkout","","","","Cancel the checkout",""
"passed","Fri Aug 23 15:41:17 GMT 2024","Fri Aug 23 15:41:18 GMT 2024","1354","","Checkout","","","","Checkout with empty zip code field",""
"passed","Fri Aug 23 15:41:22 GMT 2024","Fri Aug 23 15:41:23 GMT 2024","967","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 15:41:13 GMT 2024","Fri Aug 23 15:41:15 GMT 2024","1411","","Inventory page","","","","Remove a product from the cart",""
"passed","Fri Aug 23 15:41:10 GMT 2024","Fri Aug 23 15:41:14 GMT 2024","3728","","Checkout","","","","Checkout",""
"passed","Fri Aug 23 15:41:13 GMT 2024","Fri Aug 23 15:41:14 GMT 2024","528","","Login page","","","","Login with the empty password field",""
"passed","Fri Aug 23 15:41:20 GMT 2024","Fri Aug 23 15:41:22 GMT 2024","2516","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Fri Aug 23 15:41:16 GMT 2024","Fri Aug 23 15:41:39 GMT 2024","23512","","Inventory page","","","","Sorting products",""
"passed","Fri Aug 23 15:41:16 GMT 2024","Fri Aug 23 15:41:17 GMT 2024","1334","","Checkout","","","","Checkout with empty last name field",""
"failed","Fri Aug 23 15:41:25 GMT 2024","Fri Aug 23 15:41:39 GMT 2024","14497","","Inventory page","","","","Verifying the social media links",""
"passed","Fri Aug 23 15:41:14 GMT 2024","Fri Aug 23 15:41:14 GMT 2024","465","","Login page","","","","Login with an invalid username",""
"passed","Fri Aug 23 15:41:15 GMT 2024","Fri Aug 23 15:41:16 GMT 2024","838","","Inventory page","","","","Add a product to the cart",""
"passed","Fri Aug 23 15:41:24 GMT 2024","Fri Aug 23 15:41:25 GMT 2024","560","","Inventory page","","","","Verifying the product page",""
"passed","Fri Aug 23 15:41:11 GMT 2024","Fri Aug 23 15:41:13 GMT 2024","1984","","Inventory page","","","","Logout",""
"passed","Fri Aug 23 15:41:13 GMT 2024","Fri Aug 23 15:41:13 GMT 2024","537","","Login page","","","","Login with the empty username field",""
"passed","Fri Aug 23 15:41:12 GMT 2024","Fri Aug 23 15:41:13 GMT 2024","705","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 15:41:14 GMT 2024","Fri Aug 23 15:41:16 GMT 2024","1616","","Checkout","","","","Checkout with empty first name field",""
"passed","Fri Aug 23 15:41:10 GMT 2024","Fri Aug 23 15:41:12 GMT 2024","1504","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 15:41:14 GMT 2024","Fri Aug 23 15:41:15 GMT 2024","534","","Login page","","","","Login with an invalid password",""
