"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 17:14:02 GMT 2024","Fri Aug 23 17:14:03 GMT 2024","619","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 17:14:08 GMT 2024","Fri Aug 23 17:14:09 GMT 2024","862","","Inventory page","","","","Remove a product from the cart",""
"passed","Fri Aug 23 17:14:03 GMT 2024","Fri Aug 23 17:14:03 GMT 2024","483","","Login page","","","","Login with the empty username field",""
"passed","Fri Aug 23 17:14:10 GMT 2024","Fri Aug 23 17:14:29 GMT 2024","18910","","Inventory page","","","","Sorting products",""
"passed","Fri Aug 23 17:14:04 GMT 2024","Fri Aug 23 17:14:04 GMT 2024","453","","Login page","","","","Login with an invalid username",""
"passed","Fri Aug 23 17:14:08 GMT 2024","Fri Aug 23 17:14:08 GMT 2024","686","","Inventory page","","","","Logout",""
"passed","Fri Aug 23 17:14:13 GMT 2024","Fri Aug 23 17:14:14 GMT 2024","511","","Inventory page","","","","Verifying the product page",""
"passed","Fri Aug 23 17:14:00 GMT 2024","Fri Aug 23 17:14:04 GMT 2024","3790","","Checkout","","","","Checkout",""
"passed","Fri Aug 23 17:14:04 GMT 2024","Fri Aug 23 17:14:06 GMT 2024","1815","","Checkout","","","","Checkout with empty first name field",""
"passed","Fri Aug 23 17:14:06 GMT 2024","Fri Aug 23 17:14:07 GMT 2024","1655","","Checkout","","","","Checkout with empty last name field",""
"passed","Fri Aug 23 17:14:00 GMT 2024","Fri Aug 23 17:14:02 GMT 2024","2190","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 17:14:14 GMT 2024","Fri Aug 23 17:14:29 GMT 2024","14917","","Inventory page","","","","Verifying the social media links",""
"passed","Fri Aug 23 17:14:13 GMT 2024","Fri Aug 23 17:14:13 GMT 2024","898","","Inventory page","","","","Chosen products are saved after logout",""
"passed","Fri Aug 23 17:14:09 GMT 2024","Fri Aug 23 17:14:10 GMT 2024","1467","","Checkout","","","","Cancel the checkout",""
"passed","Fri Aug 23 17:14:03 GMT 2024","Fri Aug 23 17:14:04 GMT 2024","436","","Login page","","","","Login with the empty password field",""
"passed","Fri Aug 23 17:14:06 GMT 2024","Fri Aug 23 17:14:08 GMT 2024","1491","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 17:14:04 GMT 2024","Fri Aug 23 17:14:05 GMT 2024","555","","Login page","","","","Login with an invalid password",""
"passed","Fri Aug 23 17:14:09 GMT 2024","Fri Aug 23 17:14:10 GMT 2024","831","","Inventory page","","","","Add a product to the cart",""
"passed","Fri Aug 23 17:14:00 GMT 2024","Fri Aug 23 17:14:06 GMT 2024","6044","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Fri Aug 23 17:14:07 GMT 2024","Fri Aug 23 17:14:09 GMT 2024","1247","","Checkout","","","","Checkout with empty zip code field",""
