"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 17:08:50 GMT 2024","Fri Aug 23 17:08:55 GMT 2024","4955","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Fri Aug 23 17:08:54 GMT 2024","Fri Aug 23 17:08:57 GMT 2024","2094","","Checkout","","","","Checkout with empty first name field",""
"broken","Fri Aug 23 17:08:56 GMT 2024","Fri Aug 23 17:08:56 GMT 2024","0","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 17:08:53 GMT 2024","Fri Aug 23 17:08:54 GMT 2024","608","","Login page","","","","Login with the empty username field",""
"passed","Fri Aug 23 17:08:57 GMT 2024","Fri Aug 23 17:08:58 GMT 2024","1955","","Checkout","","","","Checkout with empty last name field",""
"passed","Fri Aug 23 17:08:58 GMT 2024","Fri Aug 23 17:09:00 GMT 2024","1796","","Checkout","","","","Checkout with empty zip code field",""
"passed","Fri Aug 23 17:08:53 GMT 2024","Fri Aug 23 17:08:53 GMT 2024","558","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 17:08:54 GMT 2024","Fri Aug 23 17:08:55 GMT 2024","616","","Login page","","","","Login with the empty password field",""
"passed","Fri Aug 23 17:08:50 GMT 2024","Fri Aug 23 17:08:53 GMT 2024","2329","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 17:08:55 GMT 2024","Fri Aug 23 17:08:55 GMT 2024","645","","Login page","","","","Login with an invalid username",""
"passed","Fri Aug 23 17:08:50 GMT 2024","Fri Aug 23 17:08:54 GMT 2024","4016","","Checkout","","","","Checkout",""
"passed","Fri Aug 23 17:08:55 GMT 2024","Fri Aug 23 17:08:56 GMT 2024","800","","Login page","","","","Login with an invalid password",""
"passed","Fri Aug 23 17:09:00 GMT 2024","Fri Aug 23 17:09:02 GMT 2024","2079","","Checkout","","","","Cancel the checkout",""
