"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 16:55:52 GMT 2024","Fri Aug 23 16:55:53 GMT 2024","604","","Login page","","","","Login with the empty password field",""
"passed","Fri Aug 23 16:56:03 GMT 2024","Fri Aug 23 16:56:05 GMT 2024","1982","","Inventory page","","","","Chosen products are saved after logout",""
"passed","Fri Aug 23 16:55:51 GMT 2024","Fri Aug 23 16:55:52 GMT 2024","1346","","Inventory page","","","","Remove a product from the cart",""
"passed","Fri Aug 23 16:55:58 GMT 2024","Fri Aug 23 16:56:00 GMT 2024","2250","","Checkout","","","","Cancel the checkout",""
"passed","Fri Aug 23 16:55:52 GMT 2024","Fri Aug 23 16:55:53 GMT 2024","1168","","Inventory page","","","","Add a product to the cart",""
"passed","Fri Aug 23 16:55:53 GMT 2024","Fri Aug 23 16:55:53 GMT 2024","652","","Login page","","","","Login with an invalid username",""
"passed","Fri Aug 23 16:55:47 GMT 2024","Fri Aug 23 16:55:51 GMT 2024","3830","","Inventory page","","","","Logout",""
"passed","Fri Aug 23 16:55:47 GMT 2024","Fri Aug 23 16:55:50 GMT 2024","3194","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 16:55:58 GMT 2024","Fri Aug 23 16:56:02 GMT 2024","3344","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Fri Aug 23 16:56:05 GMT 2024","Fri Aug 23 16:56:06 GMT 2024","1018","","Inventory page","","","","Verifying the product page",""
"passed","Fri Aug 23 16:55:56 GMT 2024","Fri Aug 23 16:55:58 GMT 2024","1890","","Checkout","","","","Checkout with empty zip code field",""
"passed","Fri Aug 23 16:56:06 GMT 2024","Fri Aug 23 16:56:13 GMT 2024","6657","","Inventory page","","","","Verifying the social media links",""
"passed","Fri Aug 23 16:55:52 GMT 2024","Fri Aug 23 16:55:54 GMT 2024","1947","","Checkout","","","","Checkout with empty first name field",""
"passed","Fri Aug 23 16:55:53 GMT 2024","Fri Aug 23 16:56:13 GMT 2024","19491","","Inventory page","","","","Sorting products",""
"passed","Fri Aug 23 16:55:47 GMT 2024","Fri Aug 23 16:55:52 GMT 2024","4833","","Checkout","","","","Checkout",""
"passed","Fri Aug 23 16:55:53 GMT 2024","Fri Aug 23 16:55:54 GMT 2024","575","","Login page","","","","Login with an invalid password",""
"passed","Fri Aug 23 16:56:02 GMT 2024","Fri Aug 23 16:56:03 GMT 2024","1563","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 16:55:50 GMT 2024","Fri Aug 23 16:55:51 GMT 2024","1037","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 16:55:54 GMT 2024","Fri Aug 23 16:55:56 GMT 2024","2075","","Checkout","","","","Checkout with empty last name field",""
"passed","Fri Aug 23 16:55:51 GMT 2024","Fri Aug 23 16:55:52 GMT 2024","552","","Login page","","","","Login with the empty username field",""
