"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 17:45:45 GMT 2024","Fri Aug 23 17:45:45 GMT 2024","473","","Login page","","","","Login with an invalid username",""
"passed","Fri Aug 23 17:45:24 GMT 2024","Fri Aug 23 17:45:26 GMT 2024","1665","","Checkout","","","","Checkout with empty first name field",""
"passed","Fri Aug 23 17:45:21 GMT 2024","Fri Aug 23 17:45:24 GMT 2024","2901","","Checkout","","","","Checkout",""
"passed","Fri Aug 23 17:45:45 GMT 2024","Fri Aug 23 17:45:46 GMT 2024","502","","Login page","","","","Login with an invalid password",""
"passed","Fri Aug 23 17:45:27 GMT 2024","Fri Aug 23 17:45:29 GMT 2024","1826","","Checkout","","","","Checkout with empty zip code field",""
"passed","Fri Aug 23 17:45:45 GMT 2024","Fri Aug 23 17:45:45 GMT 2024","452","","Login page","","","","Login with the empty password field",""
"passed","Fri Aug 23 17:45:35 GMT 2024","Fri Aug 23 17:45:38 GMT 2024","3271","","Inventory page","","","","Verifying the ""About"" link",""
"broken","Fri Aug 23 17:45:38 GMT 2024","Fri Aug 23 17:45:38 GMT 2024","0","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 17:45:42 GMT 2024","Fri Aug 23 17:45:43 GMT 2024","1269","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 17:45:29 GMT 2024","Fri Aug 23 17:45:31 GMT 2024","2141","","Checkout","","","","Cancel the checkout",""
"passed","Fri Aug 23 17:45:43 GMT 2024","Fri Aug 23 17:45:44 GMT 2024","547","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 17:45:26 GMT 2024","Fri Aug 23 17:45:27 GMT 2024","1858","","Checkout","","","","Checkout with empty last name field",""
"passed","Fri Aug 23 17:45:44 GMT 2024","Fri Aug 23 17:45:45 GMT 2024","539","","Login page","","","","Login with the empty username field",""
