"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 18:06:13 GMT 2024","Fri Aug 23 18:06:13 GMT 2024","468","","Login page","","","","Login with the empty username field",""
"passed","Fri Aug 23 18:05:55 GMT 2024","Fri Aug 23 18:05:57 GMT 2024","1770","","Checkout","","","","Checkout with empty last name field",""
"passed","Fri Aug 23 18:06:04 GMT 2024","Fri Aug 23 18:06:07 GMT 2024","3108","","Inventory page","","","","Verifying the ""About"" link",""
"passed","Fri Aug 23 18:05:59 GMT 2024","Fri Aug 23 18:06:01 GMT 2024","2082","","Checkout","","","","Cancel the checkout",""
"passed","Fri Aug 23 18:06:11 GMT 2024","Fri Aug 23 18:06:12 GMT 2024","1004","","Login page","","","","Login with valid credentials",""
"passed","Fri Aug 23 18:05:54 GMT 2024","Fri Aug 23 18:05:55 GMT 2024","1621","","Checkout","","","","Checkout with empty first name field",""
"passed","Fri Aug 23 18:05:57 GMT 2024","Fri Aug 23 18:05:59 GMT 2024","1802","","Checkout","","","","Checkout with empty zip code field",""
"passed","Fri Aug 23 18:06:13 GMT 2024","Fri Aug 23 18:06:14 GMT 2024","462","","Login page","","","","Login with the empty password field",""
"passed","Fri Aug 23 18:06:12 GMT 2024","Fri Aug 23 18:06:13 GMT 2024","489","","Login page","","","","Login with the locked out user",""
"passed","Fri Aug 23 18:06:14 GMT 2024","Fri Aug 23 18:06:15 GMT 2024","487","","Login page","","","","Login with an invalid password",""
"passed","Fri Aug 23 18:05:51 GMT 2024","Fri Aug 23 18:05:54 GMT 2024","2493","","Checkout","","","","Checkout",""
"broken","Fri Aug 23 18:06:08 GMT 2024","Fri Aug 23 18:06:08 GMT 2024","1","","Inventory page","","","","Verifying the ""All items"" link",""
"passed","Fri Aug 23 18:06:14 GMT 2024","Fri Aug 23 18:06:14 GMT 2024","486","","Login page","","","","Login with an invalid username",""
